Season,Crop Name,N (kg/ha),P₂O₅ (kg/ha),K₂O (kg/ha),pH,Moisture (%),Temp (°C),Yield Success (0-1)
Kharif,Cotton,132.76,70.16,70.78,6.31,78.76,25.99,0.7474
Rabi,Wheat,149.97,54.36,43.38,6.6,77.97,21,0.7517
Kharif,Cotton,149.87,66.3,74.61,7.95,78.49,34.89,0.6058
Kharif,Groundnut,23.05,47.73,27.35,6.82,73.15,28.81,0.8511
Kharif,Ragi,56.73,40.35,27.57,7.1,71.57,29.09,0.7507
Kharif,Ragi,54.31,46.1,28.9,6.17,67.21,28.32,0.8794
Kharif,Rice,106.55,42.29,40.4,6.21,87.78,28.89,0.7682
Kharif,Rice,137.33,44.85,41.39,6.63,81.02,29.72,0.7253
Kharif,Rice,115.74,53.42,42.99,6.23,81.91,25.74,0.7469
Kharif,Ragi,59.79,49.54,27.37,5.51,67.13,28.9,0.7161
Kharif,Groundnut,22.14,48.77,25.78,6.12,72.25,25.58,0.6867
Kharif,Ragi,51.07,45.12,25.39,6.69,67.34,26.46,0.7804
Kharif,Cotton,134.89,69,66.29,6.54,78.1,33.75,0.8278
Kharif,Rice,119.12,46,40.89,6.81,83.76,29.65,0.7615
Kharif,Rice,137.56,42.18,45.82,5.8,80.48,26.72,0.6755
Rabi,Wheat,139.31,52.67,44.34,6.67,67.16,22.07,0.8437
Kharif,Groundnut,24.03,44.35,27.35,6.78,69.07,25.48,0.839
Annual,Sugarcane,255.04,76.8,165.49,6.74,79.4,29.17,0.7554
Kharif,Groundnut,23.74,44.27,25.85,6.82,66.47,30.87,0.8104
Kharif,Groundnut,21.37,45.6,25.9,6.82,70.48,26.29,0.8214
Kharif,Ragi,50.31,47.12,29.52,7.07,60.41,27.71,0.6808
Kharif,Jowar,80.57,48.1,45.93,7.72,60.05,31.07,0.7147
Annual,Sugarcane,283.85,98.4,173.37,7.19,77.37,30.84,0.7733
Annual,Sugarcane,280.78,78.3,183.73,7.28,81.45,30.68,0.763
Kharif,Groundnut,22.38,45.65,26.94,7.45,65.05,32.46,0.7652
Kharif,Ragi,56.75,44.15,29.8,6.98,73.28,27.72,0.7641
Kharif,Rice,117.55,47.17,56.06,6.65,82.75,25.22,0.7242
Rabi,Wheat,139.37,59.18,43.34,6.98,77.52,24.54,0.7291
Kharif,Rice,107.38,47.55,59.78,5.98,84.1,28.24,0.7422
Kharif,Groundnut,21.11,48.33,25.73,6.67,73.19,34.03,0.7099
Kharif,Jowar,86.31,46.65,42.21,7.62,68.61,29.79,0.766
Kharif,Rice,138.59,43.07,44.77,5.84,80.08,34.92,0.6434
Annual,Sugarcane,281.99,82.74,189.99,7.16,84.74,29.66,0.7418
Kharif,Cotton,120.5,60.91,70.84,6.86,74.42,29.37,0.7859
Kharif,Groundnut,22.81,47.37,29.43,7.4,71.37,34.65,0.7133
Kharif,Groundnut,22.75,42.16,25.03,6.74,70.15,31.34,0.8361
Kharif,Groundnut,22.68,49.82,26.3,7.19,71.31,25.94,0.7353
Rabi,Wheat,124.24,51.79,43.89,6.74,73.12,22.07,0.8459
Rabi,Wheat,120.48,56.85,42.2,6.12,76.6,22.94,0.7116
Kharif,Rice,126.86,48.12,52.1,5.7,89.29,32.4,0.8396
Kharif,Rice,104.79,55.02,48.84,6.71,86.26,32.71,0.7711
Kharif,Ragi,51.64,46.83,26.89,6.35,61.61,26.18,0.7394
Annual,Sugarcane,255.32,96.85,177.73,7.05,82.07,28.92,0.752
Kharif,Ragi,55.06,47.82,28.71,7.37,67.48,26.95,0.7952
Kharif,Jowar,85.02,45.23,40.77,7.35,69.73,29.06,0.76
Rabi,Wheat,144.48,50.34,44.43,7.18,66.57,20.16,0.6685
Rabi,Wheat,131.95,52.63,47.22,6.87,66.43,24.57,0.7568
Annual,Sugarcane,284.54,97.24,153.03,6.86,81.83,28.09,0.6991
Kharif,Rice,102.25,41.21,45.81,5.81,84.63,32.47,0.6941
Kharif,Jowar,81.38,40.03,40.35,6.94,62.1,29.21,0.7487
Annual,Sugarcane,273.11,77.88,180.82,6.77,79.26,28.94,0.7897
Kharif,Groundnut,21.37,48.02,27.33,6.79,69.9,25.59,0.8267
Kharif,Cotton,137.83,60.72,69,7.93,75.51,30.08,0.8044
Kharif,Rice,104.89,40.72,59.97,5.86,82.19,26.92,0.6189
Annual,Sugarcane,283.29,80.9,187.01,7.01,84.93,28.3,0.7028
Kharif,Groundnut,22.19,44.43,27.98,6.17,69.88,28.32,0.8697
Kharif,Jowar,85.41,48.42,48.28,7.43,58.41,30.38,0.7395
Kharif,Cotton,147.93,70.53,65.71,7.21,70.48,25.37,0.6986
Kharif,Groundnut,24.2,49.73,29.11,6,66.34,31.32,0.6445
Kharif,Rice,120.3,53.96,58.57,5.92,92.02,26.41,0.7332
Kharif,Rice,113.94,40.55,40.75,6.82,83.72,33.72,0.64
Kharif,Rice,137.61,54.86,55.19,6.44,92.54,29.97,0.7966
Kharif,Cotton,149.23,63.32,70.21,6.51,70.51,33.65,0.6792
Kharif,Ragi,53.33,46.52,27.79,7.14,72.54,29.71,0.7566
Kharif,Groundnut,21.05,49.81,26.17,7.35,70.36,26.86,0.7022
Kharif,Ragi,53.86,42.31,25.44,6.59,74.41,28.98,0.7424
Rabi,Wheat,124.02,54.12,48.89,6.85,79.53,24.83,0.6926
Kharif,Rice,140.56,56.36,55.26,6.01,93.6,26.96,0.7062
Rabi,Wheat,132.52,59.96,47.66,7.22,69.46,24.22,0.7159
Kharif,Rice,109.06,40.44,40.95,6.18,81.12,30.07,0.712
Kharif,Cotton,139.32,71.12,71.44,7.39,70.57,32.12,0.7457
Kharif,Cotton,143.57,64.34,73.8,7.61,76.31,25.29,0.6932
Rabi,Wheat,148.89,50.82,47.95,6.11,65.14,21.16,0.6064
Kharif,Ragi,57.32,44.87,26.95,5.66,68.79,26.26,0.784
Annual,Sugarcane,268.64,83.83,176.67,6.81,78.91,29.93,0.8738
Kharif,Jowar,89.19,48.31,42.18,7.24,67.33,31.68,0.7447
Annual,Sugarcane,262.64,81.94,183.8,6.76,77.97,30.69,0.7616
Kharif,Jowar,91,41.7,49.91,7.61,56.13,30.92,0.6859
Kharif,Rice,101.2,59.42,54.6,5.89,87.39,29.7,0.7576
Kharif,Jowar,91.98,45.88,42.21,7.61,57.02,31.91,0.7303
Annual,Sugarcane,289.68,98.29,168.07,6.67,76.22,31.72,0.6814
Kharif,Groundnut,23.54,44.4,27.5,7.22,68.79,32.47,0.8418
Kharif,Rice,111.31,57.3,51.31,5.98,94.88,29.37,0.7601
Kharif,Jowar,81.47,49.15,46.47,6.66,58.67,31.4,0.701
Annual,Sugarcane,258.72,95.85,169.87,6.72,83.49,30.36,0.7697
Kharif,Cotton,140.89,72.54,63.49,7.8,78.2,34.97,0.6624
Kharif,Rice,140.43,44.94,54.33,6.94,87.61,31.78,0.7628
Kharif,Ragi,57.45,43.29,29.27,7.18,67.47,26.82,0.7655
Kharif,Jowar,86.29,44.29,43.92,7.65,61.22,29.15,0.8592
Annual,Sugarcane,277.96,80.94,168.23,6.62,78.51,30.36,0.8359
Rabi,Wheat,146.08,58.79,45.4,7.2,67.4,20.83,0.7063
Kharif,Ragi,59.5,48.24,26.57,6.84,67.97,27.11,0.7694
Kharif,Groundnut,23.57,42.14,27.96,7.46,67.06,29.91,0.7719
Kharif,Cotton,122.57,66.29,61.38,7.57,79.63,32.73,0.6761
Kharif,Ragi,53.96,44.43,26.23,5.91,66.8,26.39,0.8068
Kharif,Cotton,142.11,64.57,74.28,6.97,72.05,31.55,0.7723
Kharif,Cotton,135.74,75,61.7,7.58,73.24,26.27,0.7051
Annual,Sugarcane,280.08,98.72,166.45,6.85,76.89,29.56,0.7983
Kharif,Groundnut,22.67,45.59,25.9,7.1,74.82,33.59,0.7521
Kharif,Ragi,55.23,46.75,26.81,7.37,63.92,28.62,0.8059
Annual,Sugarcane,264.29,77.68,155.23,7.09,75.21,30.52,0.7208
Kharif,Ragi,53.04,46.66,26.59,7.48,70.11,28.22,0.7895
Kharif,Rice,110.53,47.91,43.75,5.92,90.72,33.52,0.7512
Annual,Sugarcane,267.17,86.89,163.63,7.3,82.37,29.77,0.8442
Kharif,Groundnut,24.45,43.13,25.98,6.62,72.66,34.63,0.7172
Kharif,Cotton,125.96,70.95,72.22,6.48,77.77,31.5,0.756
Annual,Sugarcane,281.98,84.11,160.85,7.2,78.19,30.49,0.8321
Annual,Sugarcane,287.24,81.07,175.18,7.14,79.69,28.71,0.8125
Kharif,Groundnut,23.37,49.42,26.94,7,65.87,31.03,0.7649
Annual,Sugarcane,252.5,81.39,184.89,6.71,76.58,31.89,0.6381
Kharif,Rice,107.63,51.25,43.7,6.05,93.26,33.4,0.7363
Kharif,Cotton,138.84,68.02,71,7.59,71.44,31.24,0.8017
Kharif,Jowar,94.76,42.2,47.99,6,61.6,29.35,0.7655
Kharif,Rice,103.44,43.54,46.76,6.19,84.19,32.65,0.7597
Annual,Sugarcane,290.72,75.79,184.3,7.43,79.34,31.69,0.6569
Kharif,Groundnut,21.52,41.41,29.52,6.42,65.69,27.59,0.6915
Annual,Sugarcane,268.34,81.2,151.82,6.67,81.27,28.32,0.7139
Rabi,Wheat,144.44,53.27,42.15,6.92,74.58,24.03,0.7782
Kharif,Jowar,92.83,47.96,45.44,7.87,67,31.42,0.7332
Kharif,Groundnut,24.23,47.45,29.55,6.14,74.4,31.93,0.6599
Kharif,Cotton,136.08,71,73.15,7.61,79,31.15,0.7527
Rabi,Wheat,149.55,53.84,43.01,6.5,78.62,21.74,0.7456
Kharif,Rice,143.33,43.47,49.37,6.24,86.82,30.97,0.8544
Kharif,Groundnut,23.56,47.86,26.87,6.01,72.48,34.74,0.6934
Rabi,Wheat,126.58,58.81,47.78,7.16,65.15,23.95,0.6678
Kharif,Rice,139.39,57.05,46.98,6.47,85.19,25.79,0.7478
Kharif,Ragi,54,43.15,28.07,6.31,67.82,27.79,0.9054
Rabi,Wheat,126.56,58.38,46.56,6.4,75.23,23.43,0.7706
Kharif,Cotton,133.95,71.4,70.75,6.5,78.18,28.94,0.8138
Kharif,Groundnut,23.25,43.73,27.79,7.1,68.31,28.21,0.8473
Rabi,Wheat,126,51.39,48.06,7.16,68.21,22.74,0.7376
Annual,Sugarcane,268.22,99.42,184.02,7.34,75.25,29.7,0.6912
Kharif,Rice,124.68,56.44,41.91,6.01,92.77,33.81,0.7291
Kharif,Rice,142.5,50.5,46.5,5.9,81.49,33.91,0.7375
Kharif,Jowar,96.76,48.73,40.83,7.85,55.21,31.72,0.5862
Kharif,Rice,108.31,52.69,43.77,5.51,92.2,33.46,0.6779
Annual,Sugarcane,250.2,88.75,179.34,6.5,83.33,31.24,0.6796
Kharif,Jowar,87.35,46.45,48.99,6.24,62.7,31.95,0.74
Kharif,Groundnut,22.56,45.76,29.19,7,65.49,28.42,0.7997
Kharif,Cotton,139.15,69.38,64.36,6.86,71.07,28.22,0.823
Kharif,Ragi,52.32,41.33,29.87,6.29,67.64,29.61,0.729
Kharif,Groundnut,24.01,44.68,25.47,6.71,70.74,30.02,0.8596
Kharif,Rice,109.54,50.13,56.86,6.16,83.79,30.27,0.8345
Kharif,Rice,118.89,55.99,42.46,6.6,88.93,27.73,0.7743
Annual,Sugarcane,277.51,96.79,186.71,6.88,76.54,30.18,0.7749
Kharif,Ragi,54.35,47.12,25.87,5.93,70.22,27.77,0.8122
Rabi,Wheat,121.72,58.9,40.86,6.65,75.25,22.96,0.7352
Kharif,Rice,114.64,46.62,42.41,6.99,90.04,34.22,0.6933
Kharif,Jowar,85.6,48.22,42.14,6.13,64.92,28.73,0.7369
Kharif,Jowar,84.97,44.22,47.65,7.76,65.18,28.58,0.7771
Kharif,Cotton,128.63,61.7,69,7.2,77.69,30.95,0.8001
Kharif,Groundnut,21.96,49.43,27.07,6.5,69.4,28.6,0.8327
Kharif,Jowar,82.39,40.99,42.57,6.08,56.08,28.21,0.6383
Kharif,Rice,118.65,58.88,54.46,6.93,89.42,31.65,0.7433
Rabi,Wheat,140.9,55.77,43.3,7.27,78.72,21.02,0.7498
Kharif,Jowar,97.89,43.23,45.31,7.22,59.06,27.75,0.7847
Kharif,Rice,100.7,41.82,53.93,6.12,90.27,34.91,0.691
Kharif,Ragi,54.41,43.57,27.41,6.3,64.15,29.32,0.8544
Kharif,Ragi,50.74,45.89,28,6.67,68.45,27.66,0.8586
Rabi,Wheat,134.54,53.03,46.42,6.71,73.41,20.81,0.8701
Kharif,Cotton,134.69,73.55,65.52,6.78,71.35,28.15,0.8083
Kharif,Rice,139.77,59.99,48.01,5.93,89.99,31.04,0.7704
Rabi,Wheat,120.89,51.79,47.51,6.41,74.77,22.62,0.7593
Kharif,Ragi,59.06,48.72,25.55,5.66,65.41,26.43,0.6467
Kharif,Rice,110.21,41.14,47.59,5.74,82.22,31.83,0.711
Kharif,Cotton,132.96,63.72,73.36,6.29,73.07,34.19,0.7333
Kharif,Jowar,99.73,42.55,47.57,6.24,63.72,27.09,0.678
Kharif,Cotton,131.24,69.55,74,6.12,76.19,26.5,0.7469
Kharif,Ragi,50.04,45.95,26.71,5.51,73.98,29.35,0.6644
Annual,Sugarcane,271.11,76.77,189.4,6.86,79.59,30.32,0.7912
Kharif,Groundnut,20.05,46.88,29.61,7.27,65.15,26.67,0.6226
Kharif,Cotton,136.7,63.96,74.08,6.62,70.44,32.64,0.7369
Kharif,Cotton,123.55,66.42,69.37,7.51,79.13,31.09,0.7704
Rabi,Wheat,135.15,56.9,40.56,6.52,73.9,22.79,0.8427
Kharif,Jowar,92.16,47.35,45.97,6.92,55.71,29.94,0.8299
Kharif,Groundnut,21.79,40.76,25.44,6.5,74.44,26.69,0.6801
Rabi,Wheat,148.91,58.33,40.81,6.86,78.67,20.78,0.6593
Rabi,Wheat,123.85,59.03,45.42,6.78,71.63,22.74,0.8429
Kharif,Groundnut,24.12,43.45,27.18,6.91,71.36,28.97,0.8519
Kharif,Ragi,56.58,44.66,26.34,7.07,70.33,29.41,0.7916
Kharif,Rice,145.39,58.19,43.78,5.87,90.23,32.44,0.6987
Kharif,Groundnut,24.06,45.58,26.75,6.24,73.39,25.59,0.7267
Kharif,Jowar,91.94,48.8,45.39,6.33,61.95,27.88,0.7981
Kharif,Ragi,56.48,42.89,26.21,5.99,60.24,28.7,0.7448
Kharif,Rice,132.3,52.16,50.69,6.79,94.77,33.84,0.7471
Kharif,Rice,106.6,42.6,50.51,6.77,86.46,26.03,0.7372
Rabi,Wheat,133.49,54.53,42.2,7.21,73.88,22.57,0.8683
Annual,Sugarcane,299.15,94.18,170.43,7.41,83.2,31.16,0.7032
Kharif,Groundnut,20.66,46.88,28.19,7.07,71.46,30.84,0.8104
Kharif,Rice,101.54,42.5,59.97,6.04,85.89,34.11,0.6665
Kharif,Rice,146.25,49.51,42.54,6.73,87.19,29.48,0.7975
Annual,Sugarcane,272.66,96.3,163.44,6.98,77.12,29.97,0.8536
Annual,Sugarcane,267.15,93.41,183.76,6.51,81.43,30.52,0.7499
Rabi,Wheat,131.77,57.97,43.88,7.21,79.17,24.3,0.7287
Kharif,Jowar,98.89,43.67,49.11,6.83,58.49,30.56,0.7412
Kharif,Rice,115.62,52.34,59.12,6.12,86.12,25.69,0.7716
Kharif,Jowar,93.86,43.12,47.56,7.57,60.92,27.12,0.7494
Annual,Sugarcane,282.06,81.64,156.96,6.65,79.18,28.52,0.7494
Kharif,Groundnut,21.15,44.47,25.56,6.93,71.69,33.58,0.7737
Kharif,Groundnut,22.95,42.64,25.05,6.59,68.27,33.57,0.7579
Kharif,Jowar,90.86,48.67,43.86,7.8,60.14,27.33,0.7474
Kharif,Groundnut,21.53,48.86,29.88,7.03,71.58,33.57,0.7071
Kharif,Groundnut,24.07,48.02,26.06,7.35,69.47,34.28,0.7025
Kharif,Groundnut,20.22,47.02,27,6.91,71.98,30.66,0.8119
Kharif,Ragi,54.96,44.83,28.5,6.77,66.78,28.89,0.8956
Kharif,Groundnut,24.12,44.18,25.57,6.86,68.01,25.44,0.7466
Rabi,Wheat,141.8,57.29,44.43,7.14,77.97,22.86,0.7984
Kharif,Ragi,56.4,46.13,28.62,7.22,74,28.07,0.7854
Kharif,Ragi,59.91,41.09,25.33,6.74,69.27,29.94,0.6602
Kharif,Cotton,120.91,66.96,69.24,7.97,72.76,32.55,0.7355
Rabi,Wheat,145.75,59.56,46.4,6.2,73.7,24.66,0.6945
Kharif,Ragi,53,41.17,29.77,5.58,62.92,27.93,0.6967
Kharif,Jowar,91.42,47.98,42.11,7.88,65.58,28.5,0.7494
Kharif,Jowar,94.45,44.34,47.31,6.62,68.81,28.98,0.7943
Kharif,Jowar,95.08,47.84,46.37,7.87,64.58,29.97,0.7762
Annual,Sugarcane,298.3,97.92,184.72,7.4,77.5,31.88,0.6049
Annual,Sugarcane,269.58,99.24,188.52,7.11,78.49,30.13,0.7776
Kharif,Groundnut,23.19,46.35,27.15,6.43,69.97,27.31,0.8619
Kharif,Rice,119.8,52.05,40.25,6.98,83.53,33.44,0.7018
Kharif,Jowar,87.33,41.48,42.52,7.86,62.45,28.74,0.7802
Kharif,Groundnut,24.38,42.8,29.62,7.08,70.41,32.05,0.7523
Kharif,Rice,128.67,51.17,42.02,5.97,84.31,31.04,0.8276
Kharif,Cotton,125.41,70.85,68.05,5.96,76.25,28.52,0.7867
Kharif,Cotton,120.13,64.08,68.89,6.24,73.67,28,0.7584
Kharif,Ragi,55.38,49.15,28.45,5.56,64.99,28.11,0.782
Rabi,Wheat,123.56,57.1,47.25,6.28,67.36,24.7,0.6813
Kharif,Jowar,89.58,48.01,45.82,7.7,66.32,30.75,0.7902
Rabi,Wheat,136.96,56.61,47.19,6.85,74.24,22.72,0.888
Kharif,Rice,129.71,54.3,45.7,6.97,87.66,34.5,0.7559
Kharif,Jowar,81.54,49.86,44.98,6.19,60.21,30.12,0.7346
Kharif,Groundnut,22.64,46.78,26.15,7.28,71.03,32.66,0.8003
Kharif,Rice,110.46,53.02,59.6,6.14,92.73,31.85,0.7452
Kharif,Ragi,59.4,48.68,27.24,7.35,67.64,26.69,0.7297
Rabi,Wheat,134.52,58.62,47.65,6.62,69.94,20.22,0.7739
Kharif,Cotton,132.51,65.51,65.14,5.91,74.05,26.39,0.7868
Kharif,Ragi,57.63,42.84,26.31,7.49,67.88,27.68,0.7804
Kharif,Rice,111.75,59.93,56.26,6.9,83.94,31.82,0.6788
Kharif,Cotton,136.75,72.11,67.21,7.18,72.29,33.33,0.814
Annual,Sugarcane,265.06,83.1,180.7,6.67,81.33,28.05,0.7345
Kharif,Cotton,124.6,70.76,73.39,7.24,71.63,32.26,0.721
Rabi,Wheat,137.66,56.89,48.53,6.95,69.36,23.04,0.8198
Kharif,Rice,145.29,55.21,41.81,6.68,81.05,26.19,0.6378
Kharif,Ragi,56.75,41.59,25.44,6.99,71.17,26.79,0.7133
Rabi,Wheat,149.43,51.56,44.93,7.14,70.9,23.61,0.7632
Kharif,Groundnut,22.87,48.72,27.45,6.45,72.73,30.71,0.8333
Annual,Sugarcane,280.37,76.59,183.32,7.27,83.55,28.85,0.7018
Kharif,Ragi,52.2,44.85,28.53,5.54,64.13,26.13,0.7211
Annual,Sugarcane,284.78,95.47,174.43,7.36,81.99,28.92,0.7576
Kharif,Groundnut,23.67,40.29,27.32,6.36,68.82,30.28,0.8088
Kharif,Jowar,96.76,47.77,43.87,7.38,62.68,29.88,0.8323
Kharif,Groundnut,22.41,48.77,25.83,6.22,66.28,34.01,0.6908
Kharif,Jowar,96.05,42.64,49.84,7.6,63.82,27.62,0.7022
Kharif,Rice,144.28,41.35,55.12,5.58,89.45,34.92,0.6429
Annual,Sugarcane,277.65,85.5,170.5,6.57,84.44,31.56,0.7651
Kharif,Rice,119.7,54.78,41.61,6.06,89.11,35,0.7502
Kharif,Jowar,98.34,46.12,43.05,7.64,58.06,31.48,0.7107
Kharif,Ragi,54.71,40.67,27.12,6.42,62.08,28.1,0.8393
Kharif,Jowar,83.47,48.98,42.81,6.82,61.49,30.36,0.7879
Kharif,Groundnut,21.86,49.14,26.64,6.84,65.25,33.96,0.7258
Kharif,Rice,130.13,46.07,54.09,5.53,91.08,29.18,0.7826
Kharif,Cotton,148.36,67.23,71.6,6.46,72.11,29.35,0.7849
Annual,Sugarcane,269.67,97.93,175.22,6.77,81.62,28.24,0.7523
Kharif,Cotton,126.29,66.53,68.76,5.85,78.12,32,0.762
Kharif,Cotton,138.68,72.36,70.42,6.95,76.1,33.2,0.8177
Kharif,Jowar,88.63,47.07,48.92,8,64.18,31.46,0.7214
Kharif,Groundnut,22.35,46.94,25.85,7.1,71.74,26.12,0.7751
Kharif,Cotton,133.32,63.89,72.39,6.07,75.77,34.19,0.7507
Kharif,Ragi,59.79,47.48,28.06,5.56,71.77,27.05,0.6948
Kharif,Cotton,122.62,61.75,67.27,6.93,78.54,30.46,0.7958
Kharif,Groundnut,24.35,43.95,28.27,7.24,74.24,31.54,0.7444
Kharif,Jowar,95.84,48.92,46.95,6.09,57.34,28.61,0.6907
Kharif,Cotton,142.13,61.14,67.77,6.95,74.38,34.88,0.7913
Kharif,Groundnut,23.25,42.79,26.96,6.78,71.25,31.96,0.8633
Kharif,Groundnut,20.77,49.42,27.01,6.24,65.21,32.72,0.6705
Kharif,Cotton,145.62,62.34,69.64,6.14,77.69,25.81,0.6876
Kharif,Jowar,91.83,44.21,43.44,7.65,60.8,30.08,0.8532
Kharif,Cotton,143.21,65.97,63.93,7.61,77.73,26.45,0.7393
Kharif,Ragi,51.21,43.59,28,6.5,62.76,29.49,0.7819
Kharif,Cotton,128.28,61.06,69.62,7.43,76.1,28.77,0.7886
Kharif,Jowar,98.12,49.61,45.69,6.28,55.51,29.28,0.699
Kharif,Ragi,53.34,41.01,26.96,7.41,70.45,27.39,0.7538
Kharif,Ragi,52.84,45.8,27.35,5.72,66.52,29.42,0.8106
Kharif,Ragi,55.88,44.46,29.24,6.09,70.36,28.1,0.8482
Annual,Sugarcane,279.93,89.14,172.96,7.11,75.07,28.4,0.7931
Annual,Sugarcane,270.34,76.9,175.5,7.2,82.19,31.79,0.7465
Kharif,Groundnut,24.78,40.13,27.94,7.18,68.43,27.94,0.7199
Kharif,Rice,130.8,53.99,57.78,6.55,91.92,30.54,0.7911
Rabi,Wheat,133.59,53.75,42.54,6.08,65.89,24.16,0.7271
Kharif,Cotton,130.57,72.17,65.15,7.36,79.86,34.32,0.7095
Annual,Sugarcane,273.19,95.96,172.14,6.83,83.39,28.16,0.7672
Kharif,Ragi,55.53,40.33,25.56,7.24,61.22,26.01,0.6343
Kharif,Jowar,87.78,44.99,44.84,7.37,69.07,31.91,0.7945
Kharif,Rice,119.7,53.2,46.09,6.34,88.96,26.48,0.8382
Kharif,Cotton,126.14,74.71,71.8,7.64,70.47,30.54,0.6823
Kharif,Cotton,131.32,67.88,67.86,6.78,78.6,31.05,0.8847
Kharif,Groundnut,21.89,41.82,29.06,6.38,74.3,32.05,0.7277
Kharif,Ragi,55.81,40.65,28.17,5.68,74.28,27.62,0.7322
Rabi,Wheat,126.71,56.17,49.55,6.8,72.21,24.1,0.7965
Annual,Sugarcane,272.43,92.44,179.31,7.41,81.8,28.92,0.7764
Kharif,Groundnut,23.26,41.25,25.68,7.24,65.07,27.62,0.6752
Kharif,Jowar,94.19,42.24,40.71,7.37,60.34,29.13,0.7804
Kharif,Jowar,95.45,47.21,49.05,7.77,55.31,29,0.6895
Kharif,Cotton,128.47,67.87,62.53,7.68,71.68,29.75,0.7858
Kharif,Ragi,53.76,47.21,29.34,6.51,68.87,28.92,0.8268
Annual,Sugarcane,297.91,85.85,156.75,6.8,79.59,30.36,0.8023
Kharif,Cotton,146.9,64.68,66.45,6.99,70.63,30.9,0.7962
Kharif,Rice,112.13,40.94,47.89,6.66,89.6,32.93,0.7463
Kharif,Jowar,85.7,46.13,42.51,6.19,69.46,28.57,0.728
Annual,Sugarcane,296.92,82.55,154.61,6.63,79.88,29.67,0.7524
Kharif,Cotton,139.48,65.23,74.78,5.94,72.77,32.97,0.7096
Kharif,Cotton,131.09,67.75,63.78,7.33,74.34,26.88,0.8386
Rabi,Wheat,130.47,52.43,45.79,6.86,66.58,24.52,0.7735
Kharif,Rice,114.92,47.02,55.66,5.69,82.63,25.51,0.7032
Annual,Sugarcane,285.14,81.78,163.04,6.55,82.97,30.42,0.7571
Kharif,Cotton,120.18,60.46,63.79,6.3,73,26.5,0.6611
Kharif,Groundnut,23.66,42.88,28.43,6.09,66.42,26.33,0.7008
Kharif,Groundnut,23.95,40.64,26.97,6.01,73.69,34.25,0.6468
Kharif,Cotton,127.58,65.71,62.31,7.82,79.02,34.17,0.675
Annual,Sugarcane,284.51,94.38,158.73,6.88,75.53,29.41,0.7564
Annual,Sugarcane,253.84,91.33,181.43,7.49,81.22,31.28,0.701
Annual,Sugarcane,270.25,95.41,177.95,6.54,84.43,28.3,0.677
Kharif,Ragi,57,41.34,25.42,5.89,64.16,29.14,0.7009
Kharif,Cotton,132.39,66.47,64.22,6.17,73.25,32.68,0.8085
Kharif,Groundnut,23.97,40.51,27.21,6.77,67.18,31.11,0.7988
Kharif,Groundnut,20.52,47.73,28.9,6.72,68.77,30.62,0.8077
Kharif,Jowar,82.63,46.41,42.95,6.45,61.27,29.38,0.8174
Rabi,Wheat,132.73,51.63,45.6,6.86,77.88,23.77,0.8069
Kharif,Jowar,83.26,43.93,46.56,7.41,69.88,28.11,0.7375
Kharif,Cotton,138.69,63.35,74.93,7.66,74.39,33.01,0.7329
Annual,Sugarcane,294.02,80.15,181.47,7.43,82.51,31.98,0.6438
Kharif,Cotton,135.67,61.86,73.74,6.12,70.61,26.19,0.6685
Kharif,Groundnut,23.41,49.75,25.12,6.06,66.38,33.47,0.6163
Kharif,Cotton,136,61.48,62.2,6.36,71.2,34.7,0.6861
Kharif,Rice,120.34,47.36,52.31,5.61,80.64,32.43,0.7554
Kharif,Jowar,92.58,45.5,43.84,7.39,55.29,31.19,0.7819
Annual,Sugarcane,299.8,79.29,152.92,7.4,77.11,29.12,0.6399
Kharif,Cotton,127.68,60.52,73.67,6.25,71.96,31.11,0.6948
Kharif,Rice,118.61,42.6,44.11,6.3,91.3,34.91,0.7383
Kharif,Rice,129.98,56.99,58.4,6.13,86.77,27.49,0.7919
Annual,Sugarcane,277.34,95.08,155.64,6.78,77.79,30.68,0.78
Kharif,Jowar,89.68,40.58,47.42,7.96,65.16,28.38,0.7364
Kharif,Jowar,99.58,42.37,40.88,7.68,57.96,29.8,0.6906
Kharif,Ragi,56.8,46.56,27.77,5.71,63.74,28.58,0.8032
Rabi,Wheat,140.72,55.95,41.95,6.69,70.13,23.55,0.8336
Kharif,Jowar,86.21,43.81,49.9,6.68,58.25,30.56,0.7577
Kharif,Ragi,58.04,40.03,25.8,7.36,60.77,27.4,0.6384
Kharif,Jowar,95.54,49.09,48.71,6.44,67.45,27.14,0.6435
Kharif,Cotton,121.23,69.01,64.2,6.76,70.27,32.55,0.7381
Annual,Sugarcane,295.1,79.7,174.55,6.66,82.67,29.43,0.7371
Kharif,Groundnut,20.89,46.86,25.05,7.24,68.7,33.98,0.6912
Kharif,Ragi,55.52,47.99,29.94,6.7,67.25,26.95,0.797
Rabi,Wheat,135.27,54.1,44.41,7.18,77.17,21.27,0.833
Kharif,Cotton,147.78,68.34,73.72,7.21,74.12,34.64,0.7351
Kharif,Ragi,50.41,49.75,25.94,6.48,68.12,29.37,0.7267
Kharif,Ragi,59.91,43.27,26.81,6.36,69.5,29.87,0.7545
Annual,Sugarcane,274.51,75.86,159.01,6.57,82.42,31.43,0.7034
Kharif,Rice,148.78,41.42,54.15,6.32,84.52,32.39,0.7339
Annual,Sugarcane,270.89,92.3,161.13,6.76,80.47,29.09,0.8316
